oid_ztf,ra,dec,ra_error,dec_error,parallax,parallax_error,pm,pmra_error,pmdec_error,nu_eff_used_in_astrometry,astrometric_sigma5d_max,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,bp_g,g_rp,l,b,ecl_lon,ecl_lat,distance,absmag_g,absmag_bp,absmag_rp
ZTF18aboqywg,294.8435417,66.89661111,0.13357216,0.07705459,1.0799818548341966,0.08886213,3.986191,0.17848544,0.11014811,1.6217178,0.24890417,484.0,378.07465578521425,4.9837613,19.243423,53.0,239.48992823369957,12.091179,19.390324,51.0,232.09227561020356,10.710541,18.833744,0.5565796,0.14690018,0.4096794,98.77395827295061,20.297835072904768,13.368046566611874,80.24405840131627,925.9414827423412,9.41050575596186,9.557405932963814,9.000826343120064
ZTF18abmoogg,84.58308333,41.8565,0.19142325,0.14996178,0.44677022372495445,0.21435557,4.3578734,0.24962719,0.14356413,1.4892331,0.3741163,284.0,555.565738384063,14.733695,18.82553,32.0,329.378557389522,35.47218,19.044304,32.0,522.8635245751451,40.14271,17.951925,1.0923786,0.2187748,0.8736038,168.21193220755967,5.530943729219681,85.74805413885036,18.497134334217254,2238.2870363706934,7.075950201582803,7.294724997115029,6.202346380782021
ZTF18abtscit,16.989375,60.35613889,0.13522708,0.15516898,0.46165737600284895,0.1987088,2.2490792,0.14995596,0.18181907,1.5051541,0.27147764,569.0,488.0801487805657,12.4736185,18.966139,56.0,283.9426264253143,22.200161,19.205465,58.0,401.5989180152547,29.363422,18.238415,0.96705055,0.23932648,0.7277241,124.97511172051959,-2.450070018832038,45.318472511612406,47.72388192982313,2166.108573111651,7.2877377335809825,7.527064210631764,6.5600136582636
ZTF18aaypnnd,317.1415417,39.09311111,0.03225132,0.040723898,1.7258704618419658,0.047018718,3.1099741,0.044160422,0.045168955,1.5817769,0.068596885,378.0,3253.5741835001186,67.97863,16.906466,42.0,2139.3882537012196,95.612,17.012817,43.0,2294.4818261053406,114.12359,16.346184,0.6666336,0.10635185,0.56028175,82.79460991574354,-5.827584944720542,337.68418469161145,52.049178201777536,579.4177617089132,8.09150650983365,8.197858362250642,7.531224756293611
ZTF18abyemxi,104.08525,35.93852778,0.34425277,0.31871685,2.389792440509646,0.46425736,6.8248653,0.44265512,0.3277344,,0.63064635,217.0,287.14504878892757,5.8620853,19.542114,3.0,391.71100200485336,17.144188,18.856129,3.0,497.03715780666903,71.47359,18.006924,0.849205,-0.68598557,1.5351906,180.4940005917762,16.441710867946497,101.67027148027653,13.06817170777466,418.4463818065892,11.433915172896825,10.747929607711278,9.898724590621434
ZTF17aaclmvx,140.6219167,33.12877778,0.19555041,0.15412943,1.487582517302564,0.25481936,13.048712,0.26247177,0.18371533,1.6670021,0.41498575,275.0,765.9471205582652,12.22221,18.47687,27.0,494.2479871733459,23.636242,18.60368,24.0,413.661567408437,19.038443,18.206282,0.397398,0.12681007,0.27058792,192.05155267502508,44.88027186068782,132.56365370495016,16.862988247335256,672.2316163094614,9.339274911654499,9.466084985507038,9.068686990511921
ZTF18acuxxkf,110.3022083,-8.289638889,0.16075596,0.14271487,0.06852073387782169,0.23753235,1.721084,0.19638638,0.18612513,,0.3522497,222.0,514.491167862748,39.20483,18.908922,27.0,438.30379750960253,85.07348,18.734104,25.0,421.83877207206274,73.37609,18.18503,0.5490742,-0.17481804,0.7238922,223.70869494338007,2.770616140196742,113.38116494510231,-30.09580604368428,14594.122733464665,3.0880322241539453,2.9132141852135156,2.364140012239883
ZTF17aaarloy,53.29741667,44.43536111,0.11980697,0.09945347,0.27531593297334755,0.14770177,1.0949014,0.17725155,0.14570303,1.5459377,0.24779019,356.0,927.5415319869406,36.316727,18.269033,39.0,616.930848409934,82.19734,18.362951,38.0,657.8161976472973,68.110344,17.702635,0.66031647,0.09391785,0.5663986,150.9360929724832,-9.464671712037966,62.033066202330616,24.49494121589828,3632.190804216212,5.468190159191014,5.5621080058707015,4.901791538585545
ZTF18acuvugw,26.56254167,58.71936111,0.14638448,0.16805144,-0.116186290685692,0.25632688,2.6248035,0.16794424,0.16983123,,0.27951294,675.0,344.3554603686474,2.3569088,19.344849,79.0,123.52979497327338,7.038444,20.109114,76.0,328.7527732146175,7.7309217,18.455723,1.6533909,0.76426506,0.8891258,130.00971258525075,-3.397137159744672,49.97458438416767,43.76904581999254,-8606.867420401666,,,
ZTF18aarhxbo,261.0255417,56.33419444,0.035803847,0.03826394,2.4834779955939315,0.03817759,5.6433277,0.048787102,0.047754887,1.8108469,0.07060883,335.0,5911.277882284989,15.122188,16.258163,37.0,4557.525334106937,29.793024,16.19172,36.0,2403.501811604331,41.209846,16.295784,-0.10406494,-0.0664444,-0.037620544,84.42304230608791,34.26341403603798,243.2167303426585,78.93619747017758,402.6611074364872,8.233465033952687,8.16702063698003,8.27108557838628
ZTF19aanjclm,119.275875,-16.11863889,0.3272796,0.30724704,0.8525739840002925,0.5370756,2.757449,0.447026,0.3069231,1.408439,0.7768733,356.0,140.8420466837244,1.2475852,20.315536,39.0,86.16019536972466,12.236107,20.500275,41.0,123.6684805882729,8.04798,19.517248,0.9830265,0.18473816,0.79828835,234.85529283333136,6.606126502087021,125.50908497953547,-36.01870308541319,1172.9187363986666,9.969196879861794,10.153935039041482,9.17090853452488
ZTF18abwvftm,313.8284583,-16.44455556,0.18350813,0.06211411,0.4832841039540019,0.31345844,4.6003084,0.28922427,0.22051157,,0.52406967,504.0,1049.7966625639142,53.637836,18.134604,57.0,1000.8419949590076,133.66725,17.83763,56.0,821.3900000881263,86.480736,17.461521,0.37610817,-0.29697418,0.67308235,31.058057586404416,-34.63279952095298,311.6251459688728,0.887902237508944,2069.1762708900897,6.555616053770162,6.258641871641256,5.882533702085592
ZTF18abctcnk,288.6192083,-12.95902778,0.24272485,0.21927327,0.03103663668993304,0.27281678,8.173155,0.3957468,0.270298,1.6269817,0.5518554,181.0,447.9403430388844,6.112779,19.059317,19.0,258.0274405810331,16.434776,19.309378,21.0,254.27792834232326,14.685317,18.734623,0.5747547,0.25006104,0.32469368,23.850231335977593,-10.911820839021441,288.37829918788816,9.300193220855684,32219.98601170459,1.5186898974596055,1.7687509326158555,1.1939962176500352
ZTF19abuskjw,59.44654167,-6.647416667,0.27619404,0.23828176,2.6650452977361683,0.3351404,34.876396,0.33756036,0.2563299,1.6092007,0.47625202,355.0,304.1742211545838,2.6671498,19.47956,36.0,190.16398142229502,8.891935,19.640722,34.0,190.33572540438027,10.869645,19.049095,0.5916271,0.16116142,0.4304657,196.8332887719323,-41.32422968929331,55.64745828268795,-26.516431964119864,375.22814372027875,11.608083827662373,11.769245250391865,11.177618129420186
ZTF18abajuqs,348.019,54.49763889,0.13031465,0.13369586,0.8803434213921988,0.16339734,4.544899,0.15435621,0.15053016,1.5720025,0.23227562,434.0,484.4153307285606,10.332743,18.974321,51.0,282.3811525182738,20.361258,19.211452,49.0,358.0662810060575,23.01389,18.362988,0.84846497,0.23713112,0.61133385,108.74186318318641,-5.6135260195986065,20.572754107594463,52.64276489595773,1135.9203416532303,8.69758198133987,8.934713100114283,8.086248134293971
ZTF18abkhzqh,303.6377917,51.43655556,0.7644654,1.0163358,2.294430587863958,1.3202574,6.023006,1.2671068,1.2284787,1.6725622,2.2210886,113.0,262.8119596612848,17.927475,19.638254,13.0,177.0462586692426,32.403248,19.718325,14.0,152.37181101035046,34.58856,19.290634,0.4276905,0.080070496,0.34762,86.74535865347714,9.190907095270063,334.4410373992337,67.4943963811076,435.8379831969413,11.441628784445994,11.521699280051463,11.094008774070018
ZTF17aaabbli,38.04029167,52.11869444,0.18548253,0.15315585,-0.036190382305861996,0.2549215,1.1683555,0.30589485,0.25690106,1.5746475,0.4343683,185.0,585.1896197092399,28.400352,18.769125,19.0,392.2835718960803,49.106724,18.854542,19.0,417.62449787256213,54.831276,18.19593,0.6586113,0.085416794,0.5731945,138.21896508680243,-7.738076344927747,53.8149460835701,35.00486842309116,-27631.650628847416,,,
ZTF17aabwjvv,128.12325,-9.232333333,0.09611542,0.09360432,0.49313055983008747,0.15230267,4.9740167,0.13576055,0.18906096,,0.27848825,295.0,651.5470048772007,39.077927,18.652502,31.0,624.2948727497721,113.5463,18.350067,29.0,512.9709049615751,77.779816,17.972664,0.37740326,-0.30243492,0.6798382,233.49558282736268,17.563145050423294,133.21320511181324,-27.13383332813726,2027.8605332116488,7.117311645237997,6.814876723973349,6.437473464696005
ZTF20abgbxco,357.3755833,22.02488889,0.37977916,0.3297999,1.399707923880284,0.52207494,30.763031,0.45464647,0.33474803,1.6121575,0.64620215,298.0,158.8186817767496,0.7478233,20.185112,31.0,94.91956965265466,9.1477785,20.395153,32.0,86.36071051007362,10.6946945,19.907104,0.48804855,0.21004105,0.2780075,104.4659698599562,-38.61594764517362,6.787819848284431,21.15833864624767,714.434763809717,10.915299105471792,11.12534015161437,10.637291598147574
ZTF17aaadzhr,310.7509583,44.92175,0.07800214,0.08488287,1.1660484646858122,0.091599636,10.848986,0.09961041,0.111983106,,0.16355628,365.0,1156.9575764548958,10.868767,18.029074,41.0,368.6266279402201,14.3984165,18.922075,42.0,1199.31197422273,27.139713,17.050566,1.8715096,0.89300156,0.978508,84.17255936867939,1.5582660297286937,335.43712312223846,59.45606187232355,857.5972871500213,8.362656722505896,9.25565827890238,7.384148726900428
ZTF19aaakvgv,122.445875,-27.83666667,0.05099856,0.06367612,0.21482798777655998,0.080082834,2.197996,0.06596277,0.07230942,1.5418073,0.103682466,572.0,1203.815447691502,30.0986,17.985968,61.0,680.6131459986369,61.980316,18.25629,60.0,884.5092459915046,59.20397,17.38114,0.8751507,0.2703228,0.6048279,246.3996394927187,2.9177080315385324,133.55792016134737,-46.4904489818921,4654.886964914869,4.646421938962799,4.916744738645416,4.041594058103424
ZTF17aaabswj,81.26545833,39.5665,0.43424678,0.31714955,1.0562518210708591,0.495069,23.00168,0.5985844,0.3086772,1.6178632,0.8378258,214.0,165.11614043790732,3.2909775,20.142893,25.0,131.31180845938013,20.625406,20.042782,25.0,125.10644695833274,15.743817,19.504696,0.53808594,-0.10011101,0.63819695,168.7638493552498,2.1750733748365065,82.9930049413689,16.339348136928262,946.7439298577215,10.261730191125434,10.161619183435004,9.623533245935004
ZTF18abtillm,297.981375,-8.546138889,0.1099884,0.072254166,0.2510993368727467,0.12512757,6.8770223,0.13005823,0.08360822,1.6839304,0.19315752,399.0,1261.7467804909504,13.976092,17.934937,45.0,857.8028339553507,31.667109,18.005074,47.0,647.881410749675,21.178286,17.719156,0.28591728,0.070137024,0.21578026,32.05426736902491,-17.298987218757166,298.3375329636074,12.182903987985922,3982.4876180648166,4.934164352376719,5.0043013763025,4.718384094198008
ZTF19aaxljdj,243.059375,-25.16008333,0.09972045,0.054909337,0.6783902084802615,0.10804374,6.831212,0.13777407,0.09304643,1.6145607,0.19819151,483.0,1260.540878662955,18.11992,17.935974,53.0,831.773050520483,39.58675,18.03853,54.0,924.8590226285539,29.214306,17.332706,0.7058239,0.10255623,0.60326767,350.19287502866,18.770631408045116,245.72827832856925,-3.9623963664772495,1474.0778795145243,7.093371975697297,7.195928204334992,6.490104306019562
ZTF18aalapyu,277.3434167,47.462,0.21875748,0.2815643,0.6543016626265066,0.22722438,7.6602526,0.29340136,0.3341345,1.5321357,0.5052103,324.0,234.44959129013426,7.7554536,19.762243,32.0,126.49494745971171,19.199661,20.083359,33.0,178.27557016508382,14.005492,19.120167,0.963192,0.3211155,0.6420765,75.86812830260047,23.192437646180835,285.0174333733094,70.51868563355126,1528.3470257217236,8.841133390236843,9.162248884011257,8.199056897927273
ZTF18aanveqt,281.2980417,32.91147222,0.24463126,0.20817028,-0.1413044415537579,0.27143,1.9508122,0.32741338,0.1982732,1.7040882,0.45992616,164.0,408.6740229713159,22.114012,19.158924,19.0,280.8411306646068,47.19897,19.21739,18.0,167.4056245686737,28.255676,19.18847,0.02891922,0.058465958,-0.029546738,62.3460633852215,15.552119869799228,286.96370219581075,55.68737665255992,-7076.918382778221,,,
ZTF18aaptame,296.6919167,47.33480556,0.1701355,0.21656251,0.547530526105854,0.22573777,5.701725,0.23231757,0.20098954,1.7024422,0.33963794,309.0,330.58642066449215,12.809654,19.389154,33.0,224.2392921029334,31.30423,19.461763,34.0,166.45255792381656,19.341295,19.19467,0.26709366,0.07260895,0.19448471,80.83292416870887,11.016535851756368,319.17182705625925,66.27678142094335,1826.3821875141812,8.081196119799184,8.15380506755309,7.886711409105825
ZTF18abudtlh,300.683625,-22.07188889,0.8493012,0.5487438,-2.0646741554780967,1.148737,6.082906,0.8261841,0.52986217,,1.4383887,176.0,131.80248205676315,2.0582101,20.387558,8.0,217.83803604763096,60.586105,19.493208,7.0,183.25339364056077,64.02192,19.090265,0.40294266,-0.89435005,1.2972927,19.84527217779339,-25.074880879442116,298.2345021147419,-1.589907403421062,-484.33792680881385,,,
ZTF18abasoef,316.0195,46.52069444,0.0665217,0.06752439,9.225957613360073,0.07153931,46.650578,0.096636556,0.08219658,1.6297495,0.14099416,415.0,1560.0681319934222,5.005879,17.704508,49.0,949.9630322841587,9.136807,17.894276,48.0,936.3085307217186,12.170742,17.319347,0.5749283,0.18976784,0.38516045,87.75935712998528,-0.23476381747250455,343.17163717916975,58.84938030031328,108.38983246052463,12.529565102788947,12.719332940313361,12.144404656621955
ZTF18aboskni,12.37275,54.95488889,0.1182242,0.18265162,0.48211105246626274,0.23452283,1.4988637,0.19310638,0.28631186,,0.46867788,749.0,378.00063584901727,14.93064,19.243635,78.0,314.3440286912455,33.992855,19.09503,79.0,319.3521065897235,28.409918,18.48722,0.60780907,-0.14860535,0.7564144,122.64972904320764,-7.9157883476388875,38.02124402030809,44.60384841695726,2074.210899925341,7.659370616919979,7.510765270240292,6.902956203467831
ZTF18aatpisi,245.1640417,14.73763889,0.48531047,0.20519216,0.9505766353821392,0.31834322,6.900282,0.49188516,0.27315366,,0.84666574,302.0,252.841092262745,12.0310955,19.680248,34.0,309.7605255860722,44.54755,19.110977,35.0,262.3843679319925,27.789558,18.70055,0.4104271,-0.5692711,0.9796982,29.697974514860668,39.96290903784835,240.0168566437413,35.627485564134126,1051.993035362154,9.570183937425593,9.000912849779109,8.59048575627325
