Name,AUID,Coords,Const,Type,Period,Mag,ra,dec,Xmatch_obj,separation
Gaia21eyl,--,13 01 44.46 +26 59 25.0,Com,UG,--,18.3 - <23 r G,195.43525,26.990277777777777,ZTF21acngwza,0.1232503803322453
GUVV J125905.7+242632.9,--,12 59 05.75 +24 26 33.1,Com,UGSU,0.065,16.9 - 21.1 V CV,194.7739583333333,24.442527777777777,ZTF18aabqind,0.1821990568361729
MASTER OT J124346.19+160504.1,000-BKW-084,12 43 46.16 +16 05 04.6,Com,UG+E,--,15.9 - 21.8: r,190.94233333333332,16.08461111111111,ZTF17aacmyjo,0.552758457568045
MGAB-V3555,--,12 38 42.77 +21 06 52.6,Com,UG,--,19.5 - 21.7 r,189.6782083333333,21.114611111111113,ZTF19aafmpww,0.3524184018199489
SDSS J122405.58+184102.7,000-BJP-424,12 24 05.58 +18 41 02.9,Com,NL/VY,--,15.3 - 20.0 CV G,186.02325,18.68413888888889,ZTF17aaajmwn,0.1756789848163717
SDSS J123255.11+222209.4,000-BJP-425,12 32 55.11 +22 22 09.4,Com,CV,--,17.6 - 18.1 CR,188.22962499999997,22.36927777777778,ZTF18aajnorp,0.5284064070024189
SDSS J133309.19+143706.9,000-BJQ-851,13 33 09.19 +14 37 06.9,Com,AM,0.092,18.5 - 19.8 g,203.28829166666665,14.618583333333332,ZTF18aaznyge,0.1520725935109303
VW CrB,000-BBW-837,16 00 03.70 +33 11 14.2,CrB,UGSU,0.0705,14.1 V - 20.5 CV,240.01541666666665,33.18727777777777,ZTF18aaomiig,0.3358515904782345
AP CrB,000-BDB-457,15 54 12.40 +27 21 51.2,CrB,AM,0.105462,16.5 (0.65) R,238.55166666666665,27.364222222222224,ZTF18aaylcic,1.6884476298423263
BM CrB,000-BDB-435,15 41 04.69 +36 02 52.9,CrB,AM,0.0585,16.5 - 20.5 CV,235.26954166666664,36.048027777777776,ZTF18aagrcve,0.2830870347966534
BT CrB,000-BFT-552,15 56 56.95 +35 23 36.6,CrB,UGSU+E,0.0892,16.4 - 20.4 CV,239.23729166666664,35.3935,ZTF18aagrcyj,0.4604841913070564
CH CrB,000-BJP-871,16 07 45.04 +36 23 20.9,CrB,NL+E,0.14549982,17.9 - 19.5 V,241.93766666666664,36.38913888888889,ZTF18aaijpoc,0.6363508959988281
ASASSN-20ms,000-BNR-399,15 46 44.87 +34 01 27.4,CrB,UGWZ,--,13.7 - 22.7 g,236.6869583333333,34.024277777777776,ZTF20acgyjry,0.1369039818678669
BMAM-V706,000-BNP-287,16 08 15.38 +29 59 03.3,CrB,NL+E,0.05910118,19.0 - 22.0 r,242.06408333333331,29.98425,ZTF18aajszxn,0.0353128046173594
CSS 081009:155431+365043,--,15 54 30.54 +36 50 42.1,CrB,UG,0.069:,17.1 - 21.6 CV,238.62725,36.84502777777778,ZTF18aagsenq,0.0692750905389354
CSS 090322:154428+335725,--,15 44 28.14 +33 57 24.3,CrB,UG,--,17.3 - 22.2: CV,236.11724999999996,33.95675,ZTF18adkajix,0.0267948939216163
CSS 110406:152159+261223,000-BKW-467,15 21 58.79 +26 12 23.4,CrB,UG,--,16.2 - 20.8 CV,230.4949583333333,26.2065,ZTF19aatfbxi,0.7202689514336077
DDE 170,000-BND-213,15 51 41.09 +38 00 48.7,CrB,CV,--,17.6 - 18.8 CV,237.9212083333333,38.013527777777774,ZTF18aagrcdr,0.3126608152346388
SDSS J153634.42+332851.9,000-BDB-420,15 36 34.42 +33 28 51.9,CrB,UGSU,0.0921,14.4 - 19.9 g,234.14341666666664,33.48108333333334,ZTF18aagsgkv,0.1544457411615525
SDSS J154453.60+255348.8,000-BJQ-860,15 44 53.60 +25 53 49.0,CrB,NL+E,0.25128168,16.0 - 19.7 g,236.2233333333333,25.896944444444443,ZTF18aaqgbbd,0.4956388316900193
SDSS J154652.70+375415.2,000-BKQ-238,15 46 52.71 +37 54 15.2,CrB,UG,--,16.3 - 21.0 r,236.719625,37.904222222222224,ZTF18aavojbe,0.2691976332356936
SDSS J155538.12+380250.5,--,15 55 38.12 +38 02 50.5,CrB,AM,0.104,20.39 - ? g,238.9088333333333,38.04736111111111,ZTF18aaivgmp,0.3963614153293781
SDSS J155540.19+364643.1,000-BKQ-230,15 55 40.20 +36 46 43.1,CrB,UG,--,16.4 - 20.9 g,238.91749999999996,36.778638888888885,ZTF18aagwkwg,0.1641421079772386
TV Crv,000-BBS-753,12 20 24.17 -18 27 02.2,Crv,UGSU,0.06288,12.2 - 19.5 V,185.10070833333333,-18.45061111111111,ZTF20abajnbk,0.52428731831219
6dFGS g1222364-181050,--,12 22 36.42 -18 10 50.1,Crv,CV,--,17.5 - ? CR,185.65175,-18.180583333333335,ZTF19aaslkvc,0.4042202666428416
ASASSN-14bp,000-BLJ-087,12 02 57.21 -24 50 54.5,Crv,UGSU,--,14.2 - 19.6 V,180.73837499999996,-24.84847222222222,ZTF21aagkens,0.3646443155090417
CSS 110205:120053-152620,000-BKT-944,12 00 52.91 -15 26 20.6,Crv,UGSU,0.093,13.5 - 19.5 CV V,180.2204583333333,-15.439055555555557,ZTF19aaappih,0.4764156092960565
MGAB-V3554,--,12 21 34.41 -14 57 50.5,Crv,CV,--,17.1 - 20.3 r,185.39337499999996,-14.964027777777778,ZTF19aafmmdo,0.1510441165840453
SDSS J124602.02-202302.4,000-BMY-129,12 46 02.04 -20 23 02.3,Crv,UGSU,--,15.4 - 19.4 CV,191.50849999999997,-20.383972222222223,ZTF19aalaiwx,0.1336921205700936
TCP J12220528-1937159,000-BNY-220,12 22 05.32 -19 37 16.4,Crv,UG,--,14.6 - 21.5 r,185.52216666666664,-19.621222222222222,ZTF21aaspdzb,0.1038671697656198
TU Crt,000-BBR-932,11 03 36.57 -21 37 45.7,Crt,UGSU,0.08209,12.2 - 18.4 V,165.90237499999998,-21.629361111111113,ZTF19aamoiiz,0.25308132110564
ASASSN-15dw,000-BLP-218,11 28 42.76 -16 28 12.6,Crt,UG,--,14.0 - 15.1 V,172.17816666666667,-16.470166666666664,ZTF21abcpcms,0.1962767492874347
ASASSN-15fu,000-BLP-913,11 10 46.23 -23 37 44.6,Crt,UGSU,0.0730,15.3 - 21.1 V,167.69262499999996,-23.629055555555556,ZTF21aairadl,0.3763855672659077
ASASSN-17cx,--,10 59 58.00 -11 57 56.8,Crt,UGSU,--,16.3 - 21.2 g,164.99166666666665,-11.965777777777776,ZTF18acvvxzi,0.0320891708019485
ASASSN-23bx,000-BPP-222,11 00 05.52 -23 48 33.8,Crt,UGSU,--,15.0 - 21.6 g,165.02299999999997,-23.80938888888889,ZTF23aadhssd,0.1837736617943756
CSS 080227:112634-100210,000-BFT-105,11 26 33.98 -10 02 09.6,Crt,UG+E,0.0774466,15.9 - 21.0 CV,171.64158333333333,-10.036,ZTF19aaeshrz,0.4268854570858534
CSS 090119:111038-092826,000-BNS-882,11 10 38.25 -09 28 26.9,Crt,UG,--,15.3 - 20.9 g,167.65937499999995,-9.47413888888889,ZTF19aapdjjr,0.108275734043127
CSS 100408:105215-064326,000-BLD-979,10 52 15.27 -06 43 26.4,Crt,UGSU,0.077,15.3 - 20.4 g,163.063625,-6.724,ZTF18acvweuk,0.0762843766862158
CSS 100414:114159-134203,--,11 41 58.98 -13 42 03.4,Crt,UG,--,18.6 - <21.1 CV,175.49575,-13.700944444444444,ZTF19aapecgf,1.2938296657210118
CSS 100603:112253-111037,000-BJV-626,11 22 53.32 -11 10 37.6,Crt,UGSU/IBWD,0.04529,14.0 - 20.5 CV,170.72216666666665,-11.17711111111111,ZTF22aamenxz,0.503833639124522
NSV 5031,000-BJV-958,10 57 49.91 -21 56 58.5,Crt,UGSU,0.070,13.5 - 19.0 V,164.4579583333333,-21.949583333333333,ZTF19aaeskex,0.242754858767814
SDSS J111446.66-135313.1,--,11 14 46.66 -13 53 13.1,Crt,UG,--,15.6 - 18.5 CV,168.69441666666663,-13.88697222222222,ZTF19aaedvik,0.286272735292236
USNO-A2.0 0675-11377349,000-BMT-700,11 09 17.83 -20 24 33.3,Crt,UG,--,17.7 - 20.4 CV,167.32429166666665,-20.40925,ZTF19aadtgxo,0.2293067541510768
USNO-A2.0 0675-11621848,000-BMS-233,11 37 49.96 -20 07 37.2,Crt,CV,--,18.4 - 19.4 CV,174.45816666666664,-20.127,ZTF20abcbcql,0.0354463128614766
ZTF19aalyppi,--,11 18 29.86 -14 46 06.6,Crt,CV,--,17.9 - 21.2 G,169.62441666666666,-14.7685,ZTF19aalyppi,0.2014312417447358
ZTF19aamufjh,--,11 13 00.18 -17 47 39.4,Crt,UG,--,17.0 - 19.6 r,168.25074999999998,-17.79427777777778,ZTF19aamufjh,0.4464640284283703
ZTF19aanoldt,--,11 26 31.51 -21 02 11.7,Crt,UG,--,18.1 - 21.2 r,171.63129166666664,-21.036583333333336,ZTF19aanoldt,0.3417627645771692
ZTF22aaibbvy,000-BPJ-452,11 31 39.97 -21 03 53.6,Crt,UG,--,16.4 - 22.8: g,172.91654166666666,-21.06488888888889,ZTF22aaibbvy,0.1000686817224556
EM Cyg,000-BCH-370,19 38 40.11 +30 30 28.4,Cyg,UGZ+E,0.29090913,11.9 - 14.4 p,294.66712499999994,30.50788888888889,ZTF18abdkhjm,0.1738138885260593
EY Cyg,000-BCJ-618,19 54 36.71 +32 21 55.1,Cyg,UGSS,0.459324,11.4 - 15.5 V,298.65295833333323,32.36530555555556,ZTF18aayhtdm,0.2491500504853074
V0337 Cyg,000-BCK-077,19 59 52.93 +39 13 59.9,Cyg,UGSU,--,14.4 - 20 p,299.97054166666663,39.23330555555556,ZTF18aawvwks,0.1251519177980786
V0476 Cyg,000-BCJ-920,19 58 24.51 +53 37 06.9,Cyg,NA+UG,0.1018002:,1.9 - 18.9 V,299.60212499999994,53.61858333333333,ZTF18abtjgtu,0.1911562396302249
V0503 Cyg,000-BCL-562,20 27 17.40 +43 41 22.5,Cyg,UGSU,0.0777,13.4 - 17.6 V,306.82249999999993,43.68958333333333,ZTF19aaniokz,0.9703965873909004
V0507 Cyg,000-BDN-531,20 31 04.53 +47 22 00.3,Cyg,UGZ/IW,--,14.2 - 17.0 V,307.7688749999999,47.36675,ZTF17aabukie,0.1268761644396275
V0516 Cyg,000-BCM-494,20 47 09.79 +41 55 26.5,Cyg,UGSS,0.1712,13.4 - 17.4 V,311.7907916666667,41.92402777777777,ZTF18acmwjnj,0.1987162517633878
V0542 Cyg,000-BCJ-110,19 49 10.48 +58 31 59.3,Cyg,UGSS,0.1815,13.6 - 17.8 V,297.29366666666664,58.533138888888885,ZTF18abcnbki,0.1716260871842014
V0550 Cyg,000-BCK-437,20 05 05.21 +32 21 21.1,Cyg,UGSU,0.0675,14.8 - 21.0 r,301.27170833333327,32.35586111111111,ZTF18accemjz,0.3717513598853572
V0630 Cyg,000-BCP-055,21 34 59.22 +40 40 18.8,Cyg,UGSU,(35:),13.4 - 17.2 p,323.74674999999996,40.67188888888889,ZTF19aavdfaf,0.4877615939621944
V0751 Cyg,000-BCM-713,20 52 12.80 +44 19 26.0,Cyg,NL/VY,0.144464,13.8 - 16.3 p,313.0533333333333,44.323888888888895,ZTF18abacqpx,0.349524878874741
V0767 Cyg,000-BCV-688,20 16 49.96 +53 12 24.2,Cyg,UGSS,--,14.7 - 19.5 V,304.2081666666666,53.206722222222226,ZTF18abgyoaa,0.079438946707255
V0792 Cyg,000-BCG-969,19 31 01.00 +33 47 04.3,Cyg,UGSS,0.29717,14.1 - 17.0 p,292.7541666666666,33.784527777777775,ZTF18abcoxou,0.6007031000960275
V0795 Cyg,000-BCH-179,19 34 34.09 +31 32 12.0,Cyg,UGSS,0.181299,13.4 - <17.9: p,293.6420416666666,31.53666666666667,ZTF18aberfsf,0.0922075537951729
V0811 Cyg,000-BCJ-024,19 48 23.30 +36 26 23.3,Cyg,UGSS,0.15656,13.6 - 17.0 V,297.0970833333333,36.43980555555555,ZTF18aasncio,0.3611168232227065
V0813 Cyg,000-BDN-774,19 49 35.99 +36 44 38.4,Cyg,UGSS,(30),16.4 - 21.0 V,297.3999583333333,36.744,ZTF18abdkwkr,0.2747723218135161
V0823 Cyg,000-BCK-215,20 01 49.28 +36 07 24.3,Cyg,UGSS,(55:),15.0 - <18.5 p,300.4553333333333,36.123416666666664,ZTF18aauqlbf,0.3453101418118776
V0868 Cyg,000-BDC-057,19 29 04.41 +28 54 25.4,Cyg,UGZ,0.1698,14.3 - 20.5 V,292.268375,28.907055555555555,ZTF18aavegci,0.0750357755727688
V1006 Cyg,000-BCV-700,19 48 47.14 +57 09 21.8,Cyg,UGSU,0.09903,13.6 - 17.0 V,297.19641666666666,57.156055555555554,ZTF18adkgksb,0.7932648715728133
V1032 Cyg,000-BCV-701,20 02 40.14 +57 16 26.7,Cyg,UG,--,15.5 - <18.0 p,300.66725,57.27408333333333,ZTF18adkrlvp,0.462745568304893
V1060 Cyg,000-BCN-291,21 07 42.18 +37 14 08.8,Cyg,UGSS,0.292,13.3 - 18.1 V,316.92575,37.23577777777778,ZTF18aazenpc,0.2531186459817526
V1062 Cyg,000-BCN-331,21 08 12.13 +36 49 27.4,Cyg,UGSS,--,15.5 - 18.0 p,317.0505416666666,36.82427777777778,ZTF21aamhdzb,1.0404437497870485
V1065 Cyg,000-BDN-992,21 10 59.06 +38 57 13.1,Cyg,UGSS,--,18.0 - <20.0 p,317.7460833333333,38.95363888888889,ZTF18abtjfvs,0.3618485703220794
V1075 Cyg,000-BDN-999,21 29 18.78 +42 19 11.1,Cyg,UGSS,(24.78),16.4 - <18.0 p,322.32824999999997,42.319750000000006,ZTF18admodjt,0.2985177524425441
V1081 Cyg,000-BCV-702,21 34 15.84 +49 11 26.3,Cyg,UGSS,--,14.7 - 20.1 g,323.566,49.19063888888888,ZTF17aaaqgbm,0.2130994392815809
V1089 Cyg,000-BCV-703,21 44 17.57 +47 54 52.0,Cyg,UGSS,--,14.4 - 18.6 V,326.0732083333333,47.91444444444444,ZTF18abckplw,0.1957465962646226
V1113 Cyg,000-BCG-481,19 22 41.98 +52 43 59.2,Cyg,UGSU,0.0765,13.8 - 20.0 g,290.6749166666666,52.733111111111114,ZTF18abcccnr,0.4229726654109919
V1153 Cyg,000-BDP-063,19 48 14.48 +34 52 01.6,Cyg,UGSS,--,16.4 - <19.0 p,297.0603333333333,34.867111111111114,ZTF18abmszln,0.5138865208023328
V1316 Cyg,000-BCK-909,20 12 13.65 +42 45 51.1,Cyg,UGSU,0.07412,15.0 - 17.6 clear,303.056875,42.76419444444444,ZTF17aabopqx,0.4138283049836888
V1329 Cyg,000-BCM-636,20 51 01.27 +35 34 53.2,Cyg,NC+E,958.0,12.1 - 18 B,312.75529166666666,35.58144444444445,ZTF18abnymsg,0.7353066631358917
V1363 Cyg,000-BCK-550,20 06 11.53 +33 42 37.7,Cyg,UG,0.101:,13.5 - 18.0 V,301.5480416666666,33.71047222222222,ZTF18aawaqeo,0.2006559159564955
V1404 Cyg,000-BCV-730,21 57 16.39 +52 12 00.5,Cyg,UGSS,--,15.8 - 21.0 g,329.31829166666665,52.200138888888894,ZTF17aaaedpn,0.5506608898933911
V1449 Cyg,000-BDP-309,19 49 16.63 +34 10 49.8,Cyg,UGSS,--,15.5 - <17.0 p,297.31929166666663,34.180499999999995,ZTF18aawvssu,0.60428590868242
V1452 Cyg,000-BDP-312,19 52 01.78 +35 55 36.1,Cyg,UGSS,(68),15.4 - <17.0 p,298.00741666666664,35.92669444444444,ZTF18aawlxhl,0.5851285970229471
V1500 Cyg,000-BCN-494,21 11 36.58 +48 09 02.0,Cyg,NA/AM+E,0.1396130,1.69 - 18.7 V,317.9024166666666,48.15055555555555,ZTF18abcbsvh,0.2725630612665
V1504 Cyg,000-BCG-883,19 28 56.45 +43 05 37.1,Cyg,UGSU,0.06951,13.5 - 17.9 V,292.2352083333333,43.09363888888889,ZTF18abjtwlb,0.1821990568361729
V1776 Cyg,000-BDC-293,20 23 30.55 +46 31 29.8,Cyg,NL+E,0.164738679,16.4 - 18.2 V,305.8772916666666,46.52494444444444,ZTF18abivzsf,0.4593853169312403
V1948 Cyg,000-BDP-699,19 29 12.74 +50 06 15.5,Cyg,UG,--,13.2 - 16.2 V,292.30308333333335,50.104305555555555,ZTF18aapmpoi,0.1636233080941516
V2069 Cyg,000-BDP-797,21 23 44.83 +42 18 01.6,Cyg,DQ,0.31168,15.70 - 16.20 V,320.93679166666664,42.300444444444445,ZTF17aaburzm,0.146051901207974
V2209 Cyg,000-BCV-795,21 44 03.78 +44 39 02.0,Cyg,UG,--,15.2 - 18.6 g B,326.01574999999997,44.65055555555555,ZTF17aaawglf,0.2490552409189211
V2289 Cyg,000-BDP-979,19 34 36.19 +51 07 42.3,Cyg,UG,0.142,15.7 - <19.0 V,293.65079166666663,51.128416666666666,ZTF18aaptbbk,0.1665418066304111
V2306 Cyg,000-BDP-994,19 58 14.47 +32 32 42.0,Cyg,DQ,0.1821454,15.3 - 15.7 Rc,299.5602916666666,32.544999999999995,ZTF18aaxjjwu,0.2933945899778256
V2466 Cyg,000-BDC-513,22 02 41.84 +46 39 06.9,Cyg,UGSU,--,15.7 - <22 B,330.6743333333333,46.651916666666665,ZTF19acvvmjs,0.4173516657687338
V2659 Cyg,000-BLH-344,20 21 42.32 +31 03 29.4,Cyg,NB,--,9.3 V - 22: CR,305.42633333333333,31.05816666666667,ZTF18abarjzi,0.1229434050602313
V2690 Cyg,000-BJQ-806,19 51 47.50 +37 16 47.8,Cyg,UG,0.492,13.6 - 16.4 V CV,297.94791666666663,37.279944444444446,ZTF19aaninyr,0.5513809548784688
V2891 Cyg,000-BNG-814,21 09 25.53 +48 10 52.2,Cyg,NB,--,14.3 - <22 V,317.35637499999996,48.18116666666666,ZTF19abyukuy,0.1439343867427855
V3101 Cyg,000-BND-892,21 04 04.68 +46 31 14.5,Cyg,UGWZ,0.05352,8.4 - 18.1 V,316.0195,46.520694444444445,ZTF18abasoef,1.25496404043814
1RXS J210201.7+335932,000-BKR-571,21 02 01.45 +33 59 29.9,Cyg,AM,0.1178,16.6 - <19.5 CR,315.5060416666667,33.99163888888889,ZTF20abragvw,0.1691309862339543
1RXS J211336.1+542226,000-BKT-571,21 13 35.38 +54 22 32.9,Cyg,DQ,0.174,18.3 - 22.2 V,318.39741666666663,54.37580555555556,ZTF18abcdtlj,0.237463046573238
1RXS J213344.1+510725,000-BFT-541,21 33 43.63 +51 07 24.7,Cyg,DQ,0.297431,14.6 - 16.4: V,323.43179166666664,51.12352777777778,ZTF18aayxqoc,0.2236336820677406
ASASSN-14av,000-BLH-791,21 21 08.93 +30 34 14.5,Cyg,UG,--,15.8 - 21.9 g,320.2872083333333,30.570694444444445,ZTF18abmarba,0.224750329940267
ASASSN-14ej,000-BLJ-648,21 46 23.27 +29 52 58.1,Cyg,UG,--,15.1 - 22.1 V,326.59695833333325,29.882805555555557,ZTF19abasxmh,0.4664159100010493
ASASSN-14fu,000-BLJ-884,19 30 59.19 +51 57 35.4,Cyg,UGSS,0.16009,14.7 V - 20.5 B,292.74662499999994,51.959833333333336,ZTF18abdeelv,0.2936198943969477
ASASSN-14gf,000-BLJ-937,19 36 28.26 +50 49 46.2,Cyg,UG,--,17.0 - 21.7 r V,294.11775,50.8295,ZTF20abqgsah,0.2120996449154963
ASASSN-14he,000-BLK-290,19 35 04.33 +47 09 02.5,Cyg,UG,--,15.5 - <17.0 V,293.7680416666666,47.15069444444444,ZTF18abyzrsg,1.4720708065869763
ASASSN-15jx,000-BLQ-595,21 36 57.97 +30 56 51.8,Cyg,UG,--,15.3 V - 20.9 B,324.24154166666665,30.94772222222222,ZTF19aaodojg,0.732171589259635
ASASSN-15jy,000-BLQ-597,21 21 20.07 +33 51 06.0,Cyg,UG,--,15.9 - 20.2 V,320.333625,33.85166666666667,ZTF17aaawcrh,0.3449816920148399
ASASSN-15lm,000-BLQ-926,21 42 35.23 +38 22 05.5,Cyg,UG,--,15.6 - 19.5 V,325.6467916666666,38.36819444444445,ZTF17aaawcom,0.4265976715918887
ASASSN-15mt,000-BLR-246,19 12 35.56 +50 34 30.8,Cyg,UGSU,--,13.7 - 20.2 V,288.1481666666666,50.57522222222222,ZTF18aakhgsc,0.261453539150269
ASASSN-15qj,000-BLS-368,20 02 03.26 +54 47 30.4,Cyg,UG,--,15.7 - 20.9 g,300.5135833333333,54.791777777777774,ZTF18abvazji,0.2847175231205306
ASASSN-15sn,000-BLS-871,20 04 23.11 +44 20 29.8,Cyg,UGSU,0.063,15.3 - 20.7 V,301.0962916666666,44.34161111111111,ZTF18adlhaag,0.061625190166122
ASASSN-16ia,000-BLY-762,20 51 59.24 +34 49 46.1,Cyg,UGWZ,--,14.6 - <22 V,312.9968333333333,34.82947222222223,ZTF20achzbfb,0.191353817191628
ASASSN-16it,000-BLY-895,20 34 34.25 +36 48 06.8,Cyg,UGSU,--,14.8 - 20.4 V,308.6427083333333,36.80188888888889,ZTF18abbrlfq,0.0961202016655196
ASASSN-16ix,000-BLY-968,20 38 35.65 +36 43 40.8,Cyg,UG,--,14.8 - 18.5 V,309.64854166666663,36.728,ZTF18aawswdh,0.2463474164750646
ASASSN-16mi,000-BMC-507,19 14 04.90 +47 25 10.1,Cyg,UG,--,15.8 - 21.1 V g,288.5204166666667,47.41947222222222,ZTF18adjspxp,0.1327347584968675
ASASSN-17eo,000-BMG-844,20 02 14.35 +31 36 34.3,Cyg,UG,--,16.1 - 21.3 V,300.5597916666666,31.609527777777775,ZTF18abuktlb,0.4272172763797065
ASASSN-17lf,000-BMK-556,21 24 32.12 +39 14 11.7,Cyg,UGSU+E,--,16.3 - 20.5 B V,321.13383333333326,39.236583333333336,ZTF19aavannd,0.3092277157911882
ASASSN-17nu,000-BML-629,20 40 44.23 +50 59 40.1,Cyg,UG,--,16.0 - <22: V,310.1842916666667,50.99447222222222,ZTF18acbwqtc,0.2113411079398983
ASASSN-18acf,000-BMX-693,20 42 12.85 +36 57 40.5,Cyg,UGSU,--,14.2 - 20.1 g,310.5535416666666,36.96125,ZTF18aavqlll,0.2942626707669016
ASASSN-18ni,000-BMR-688,20 31 22.21 +31 44 26.1,Cyg,UG,--,16.4 - 20.1 G g,307.84254166666665,31.740583333333333,ZTF18aaywqbd,0.2609290943797466
ASASSN-18nv,000-BMR-754,21 55 19.74 +49 24 03.0,Cyg,UG,--,16.8 - 21.9 g,328.83225,49.40083333333333,ZTF18abbunai,0.0626890821469654
ASASSN-18qo,000-BMS-672,20 20 10.77 +38 15 54.4,Cyg,UGSU,--,15.4 - 21.5: g V,305.04487499999993,38.26511111111111,ZTF18abjulww,0.2310919081672958
ASASSN-18yd,000-BMV-671,21 21 45.30 +30 55 26.3,Cyg,UG,--,16.3 - 21.3 g,320.43874999999997,30.923972222222226,ZTF19abzwctj,0.0400746470986226
ASASSN-18yl,000-BMW-010,21 38 16.87 +33 34 49.8,Cyg,UG,--,16.4 - 19.1 g,324.57029166666666,33.5805,ZTF18abmartm,0.183026768339899
ASASSN-19abr,000-BNH-963,19 45 45.38 +31 00 01.8,Cyg,UG,--,14.9 - 20.2 g,296.4390833333333,31.0005,ZTF19acvfrfv,0.2302933779437364
ASASSN-19adj,000-BNJ-500,19 47 30.06 +48 09 17.7,Cyg,UG,--,16.1 - 21.4 g,296.87525,48.154916666666665,ZTF18aaptabw,0.2490931690758331
ASASSN-19kt,000-BNC-185,19 28 50.08 +46 27 50.7,Cyg,UG,--,16.2 - 20.6 g,292.2086666666666,46.464083333333335,ZTF18aaptbzk,0.1488072358524051
ASASSN-19ll,000-BNC-283,19 54 11.60 +57 17 29.3,Cyg,UGSS+E,0.15590259,16.3 - 21 g,298.5483333333333,57.29147222222222,ZTF18acbcfmg,0.179008299800165
ASASSN-19mf,000-BNC-416,21 43 51.22 +31 53 24.3,Cyg,UG,--,16.5 - 21.4 g,325.9634166666666,31.890083333333333,ZTF18abmegwl,0.0825874096492407
ASASSN-19nl,000-BNC-650,21 38 49.66 +42 12 23.6,Cyg,UG,--,14.4 - 18.2 g,324.7069166666666,42.20655555555556,ZTF17aaburoh,0.0875836944314435
ASASSN-19om,000-BND-052,19 28 22.34 +55 32 01.1,Cyg,UGWZ,--,13.7 - 22.8: g,292.0930833333333,55.53363888888889,ZTF19aaxugwk,0.0179219270173669
ASASSN-19pc,000-BND-109,21 21 12.65 +30 41 04.0,Cyg,UG,--,15.6 - 19.1 g,320.3027083333333,30.684444444444445,ZTF18abiwpxq,0.0122943405060229
ASASSN-19qf,000-BND-571,21 24 41.40 +39 07 56.5,Cyg,UG,--,16.7 - 22.1 r g,321.17249999999996,39.13236111111111,ZTF19abahgnd,0.0860054805805655
ASASSN-19qq,000-BND-683,19 36 40.90 +33 26 06.4,Cyg,UGSU,--,15.8 - 20.5 g,294.17041666666665,33.435111111111105,ZTF18abfxryo,0.2147114263047156
ASASSN-19rl,000-BND-855,19 58 41.03 +43 07 28.4,Cyg,UG,--,16.1 - 19.7 V g,299.67095833333326,43.12455555555555,ZTF18aazeobb,0.1054020133732555
ASASSN-19te,000-BNF-830,19 50 06.74 +29 23 45.4,Cyg,UGSU,--,14.8 - 20.1 G,297.52808333333326,29.39594444444444,ZTF19abnnuse,0.3197267288776818
ASASSN-19ye,000-BNG-911,19 32 03.64 +45 07 59.1,Cyg,UG,--,15.4 - 18.5 g,293.0151666666667,45.13308333333333,ZTF18aauegwi,0.1708813822885699
ASASSN-19zd,000-BNH-505,19 56 32.35 +33 14 00.4,Cyg,UG,--,14.9 - 23: g,299.1347916666666,33.233444444444444,ZTF19acetwif,0.3065275213095503
ASASSN-20dx,000-BNL-892,20 20 00.86 +47 14 10.5,Cyg,UG,--,14.8 - 17.5 g,305.00358333333327,47.23625,ZTF18acaqklz,0.3045487068637004
ASASSN-20fc,000-BNM-757,20 51 18.96 +30 56 08.5,Cyg,UGSU,--,16.7 - 22.0 r G,312.829,30.935694444444444,ZTF18admwica,0.1368694755076798
ASASSN-20fe,000-BNM-759,19 57 18.54 +30 55 09.6,Cyg,UG,--,16.7 - 21.3 g,299.32724999999994,30.919333333333334,ZTF18abasuza,0.6551063882280163
ASASSN-20hl,000-BNN-950,19 31 42.05 +32 10 20.3,Cyg,UG,--,16.1 - <23 g,292.92520833333333,32.17230555555555,ZTF20abhmplk,0.0789019893550803
ASASSN-20jv,000-BNP-669,21 20 13.25 +39 51 36.0,Cyg,UG,--,16.5 - 20.4 g,320.05520833333327,39.86,ZTF18abvxace,0.1039580819666265
ASASSN-20jx,000-BNP-664,19 23 15.99 +52 26 10.7,Cyg,UGSU,--,15.0 - 23.0 g,290.81662499999993,52.43630555555555,ZTF20abrubfr,0.1320568988283235
ASASSN-20ka,000-BPF-951,19 51 09.05 +38 49 13.3,Cyg,UG,--,15.56 - 21.3 g,297.7877083333333,38.82036111111111,ZTF20abrtuvb,1.6863313799545754
ASASSN-20ku,000-BNP-879,19 55 41.12 +46 00 08.4,Cyg,UG,--,17.7 - 21.9 g,298.92133333333334,46.00233333333333,ZTF19acbjagc,0.0776954658496341
ASASSN-20li,000-BNR-129,19 35 47.13 +33 08 15.2,Cyg,UG,--,16.2 - 21.1 g,293.946375,33.13755555555556,ZTF18aaufjip,0.0766549912242102
ASASSN-20lz,000-BNR-235,20 40 30.37 +33 04 19.5,Cyg,UG,--,16.7 - 21.3 g,310.1265416666667,33.07208333333334,ZTF18adlvnuz,0.5380968941472375
ASASSN-20mj,000-BNR-288,21 45 41.58 +34 22 59.0,Cyg,UGSU,--,14.8 - 21.8 g,326.42324999999994,34.38305555555556,ZTF20acczxia,0.125189653941797
ASASSN-20pr,000-BNS-672,20 17 29.64 +48 23 04.0,Cyg,UG,--,15.4 - 21.7 g,304.3735,48.38444444444444,ZTF20actrnof,0.1906613999711803
